st_reg_id,registry,is_platform_subtrial,results_recruitment_status,pub_link,pmid,best_date,journal,best_registry_date,st_pub_reported,is_euctr_country_entry
ACTRN12618000520235,ANZCTR,FALSE,NA,NA,NA,NA,NA,NA,NA,FALSE
ACTRN12620000417987,ANZCTR,FALSE,NA,NA,NA,NA,NA,NA,NA,FALSE
ACTRN12620000445976,ANZCTR,FALSE,NA,NA,NA,NA,NA,NA,NA,FALSE
ACTRN12620000454976,ANZCTR,FALSE,NA,NA,NA,NA,NA,NA,NA,FALSE
ACTRN12620000457943,ANZCTR,FALSE,NA,NA,NA,NA,NA,NA,NA,FALSE
ACTRN12620000473965,ANZCTR,FALSE,NA,NA,NA,NA,NA,NA,NA,FALSE
ACTRN12620000478910,ANZCTR,FALSE,NA,NA,NA,NA,NA,NA,NA,FALSE
ACTRN12620000501943,ANZCTR,FALSE,NA,NA,NA,NA,NA,NA,NA,FALSE
ACTRN12620000557932,ANZCTR,FALSE,NA,NA,NA,NA,NA,NA,NA,FALSE
ACTRN12620000580976,ANZCTR,FALSE,NA,NA,NA,NA,NA,NA,NA,FALSE
ACTRN12620000588998,ANZCTR,FALSE,NA,NA,NA,NA,NA,NA,NA,FALSE
ACTRN12620000731998,ANZCTR,FALSE,NA,NA,NA,NA,NA,NA,1,FALSE
ACTRN12620000816954,ANZCTR,FALSE,NA,NA,NA,NA,NA,NA,NA,FALSE
ACTRN12620000834954,ANZCTR,FALSE,NA,NA,NA,NA,NA,NA,NA,FALSE
ACTRN12620000982910,ANZCTR,FALSE,NA,NA,NA,NA,NA,NA,NA,FALSE
ACTRN12620001104943,ANZCTR,FALSE,NA,NA,NA,NA,NA,NA,NA,FALSE
ACTRN12620001371987,ANZCTR,FALSE,NA,NA,NA,NA,NA,NA,NA,FALSE
ACTRN12621000607875,ANZCTR,FALSE,NA,NA,NA,NA,NA,NA,NA,FALSE
ACTRN12621000704897,ANZCTR,FALSE,NA,NA,NA,NA,NA,NA,NA,FALSE
ACTRN12621001200875,ANZCTR,FALSE,NA,NA,NA,NA,NA,NA,NA,FALSE
ACTRN12621001235897,ANZCTR,FALSE,NA,NA,NA,NA,NA,NA,NA,FALSE
ACTRN12621001340820,ANZCTR,FALSE,NA,NA,NA,NA,NA,NA,NA,FALSE
ACTRN12621001412820,ANZCTR,FALSE,NA,NA,NA,NA,NA,NA,NA,FALSE
ACTRN12621001535864,ANZCTR,FALSE,NA,NA,NA,NA,NA,NA,NA,FALSE
ACTRN12621001585819,ANZCTR,FALSE,NA,NA,NA,NA,NA,NA,NA,FALSE
ACTRN12621001603808,ANZCTR,FALSE,NA,NA,NA,NA,NA,NA,NA,FALSE
ACTRN12622000309785,ANZCTR,FALSE,NA,NA,NA,NA,NA,NA,NA,FALSE
ACTRN12622000386730,ANZCTR,FALSE,NA,NA,NA,NA,NA,NA,NA,FALSE
ACTRN12622000643774,ANZCTR,FALSE,NA,NA,NA,NA,NA,NA,NA,FALSE
ACTRN12623000035628,ANZCTR,FALSE,NA,NA,NA,NA,NA,NA,NA,FALSE
ACTRN12623000468628,ANZCTR,FALSE,NA,NA,NA,NA,NA,NA,NA,FALSE
ACTRN12623001042639,ANZCTR,FALSE,NA,NA,NA,NA,NA,NA,NA,FALSE
ACTRN12624001064594,ANZCTR,FALSE,NA,NA,NA,NA,NA,NA,NA,FALSE
ACTRN12624001162505,ANZCTR,FALSE,NA,NA,NA,NA,NA,NA,NA,FALSE
ChiCTR2000029308,ChiCTR,FALSE,NA,NA,NA,NA,NA,NA,NA,FALSE
ChiCTR2000029386,ChiCTR,FALSE,NA,NA,NA,NA,NA,NA,NA,FALSE
ChiCTR2000029387,ChiCTR,FALSE,NA,NA,NA,NA,NA,NA,NA,FALSE
ChiCTR2000029431,ChiCTR,FALSE,NA,NA,NA,NA,NA,NA,NA,FALSE
ChiCTR2000029496,ChiCTR,FALSE,NA,NA,NA,NA,NA,NA,NA,FALSE
ChiCTR2000029517,ChiCTR,FALSE,NA,NA,NA,NA,NA,NA,NA,FALSE
ChiCTR2000029539,ChiCTR,FALSE,NA,NA,NA,NA,NA,NA,NA,FALSE
ChiCTR2000029541,ChiCTR,FALSE,NA,NA,NA,NA,NA,NA,NA,FALSE
ChiCTR2000029544,ChiCTR,FALSE,NA,NA,NA,NA,NA,NA,NA,FALSE
ChiCTR2000029548,ChiCTR,FALSE,NA,NA,NA,NA,NA,NA,NA,FALSE
ChiCTR2000029559,ChiCTR,FALSE,NA,NA,NA,NA,NA,NA,NA,FALSE
ChiCTR2000029573,ChiCTR,FALSE,NA,NA,NA,NA,NA,NA,NA,FALSE
ChiCTR2000029580,ChiCTR,FALSE,NA,NA,NA,NA,NA,NA,NA,FALSE
ChiCTR2000029603,ChiCTR,FALSE,NA,NA,NA,NA,NA,NA,NA,FALSE
ChiCTR2000029621,ChiCTR,FALSE,NA,NA,NA,NA,NA,NA,NA,FALSE
ChiCTR2000029638,ChiCTR,FALSE,NA,NA,NA,NA,NA,NA,NA,FALSE
ChiCTR2000029656,ChiCTR,FALSE,NA,NA,NA,NA,NA,NA,NA,FALSE
ChiCTR2000029739,ChiCTR,FALSE,NA,NA,NA,NA,NA,NA,NA,FALSE
ChiCTR2000029740,ChiCTR,FALSE,NA,NA,NA,NA,NA,NA,NA,FALSE
ChiCTR2000029741,ChiCTR,FALSE,NA,NA,NA,NA,NA,NA,NA,FALSE
ChiCTR2000029742,ChiCTR,FALSE,NA,NA,NA,NA,NA,NA,NA,FALSE
ChiCTR2000029756,ChiCTR,FALSE,NA,NA,NA,NA,NA,NA,NA,FALSE
ChiCTR2000029759,ChiCTR,FALSE,NA,NA,NA,NA,NA,NA,NA,FALSE
ChiCTR2000029765,ChiCTR,FALSE,NA,NA,NA,NA,NA,NA,NA,FALSE
ChiCTR2000029768,ChiCTR,FALSE,NA,NA,NA,NA,NA,NA,NA,FALSE
ChiCTR2000029776,ChiCTR,FALSE,NA,NA,NA,NA,NA,NA,NA,FALSE
ChiCTR2000029803,ChiCTR,FALSE,NA,NA,NA,NA,NA,NA,NA,FALSE
ChiCTR2000029806,ChiCTR,FALSE,NA,NA,NA,NA,NA,NA,NA,FALSE
ChiCTR2000029851,ChiCTR,FALSE,NA,NA,NA,NA,NA,NA,NA,FALSE
ChiCTR2000029853,ChiCTR,FALSE,NA,NA,NA,NA,NA,NA,NA,FALSE
ChiCTR2000029867,ChiCTR,FALSE,NA,NA,NA,NA,NA,NA,NA,FALSE
ChiCTR2000029868,ChiCTR,FALSE,NA,NA,NA,NA,NA,NA,NA,FALSE
ChiCTR2000029898,ChiCTR,FALSE,NA,NA,NA,NA,NA,NA,NA,FALSE
ChiCTR2000029939,ChiCTR,FALSE,NA,NA,NA,NA,NA,NA,NA,FALSE
ChiCTR2000029988,ChiCTR,FALSE,NA,NA,NA,NA,NA,NA,NA,FALSE
ChiCTR2000029989,ChiCTR,FALSE,NA,NA,NA,NA,NA,NA,NA,FALSE
ChiCTR2000029992,ChiCTR,FALSE,NA,NA,NA,NA,NA,NA,NA,FALSE
ChiCTR2000029993,ChiCTR,FALSE,NA,NA,NA,NA,NA,NA,NA,FALSE
ChiCTR2000029996,ChiCTR,FALSE,NA,NA,NA,NA,NA,NA,NA,FALSE
ChiCTR2000030001,ChiCTR,FALSE,NA,NA,NA,NA,NA,NA,NA,FALSE
ChiCTR2000030002,ChiCTR,FALSE,NA,NA,NA,NA,NA,NA,NA,FALSE
ChiCTR2000030054,ChiCTR,FALSE,NA,NA,NA,NA,NA,NA,NA,FALSE
ChiCTR2000030055,ChiCTR,FALSE,NA,NA,NA,NA,NA,NA,NA,FALSE
ChiCTR2000030058,ChiCTR,FALSE,NA,NA,NA,NA,NA,NA,NA,FALSE
ChiCTR2000030089,ChiCTR,FALSE,NA,NA,NA,NA,NA,NA,NA,FALSE
ChiCTR2000030113,ChiCTR,FALSE,NA,NA,NA,NA,NA,NA,NA,FALSE
ChiCTR2000030117,ChiCTR,FALSE,NA,NA,NA,NA,NA,NA,NA,FALSE
ChiCTR2000030166,ChiCTR,FALSE,NA,NA,NA,NA,NA,NA,NA,FALSE
ChiCTR2000030187,ChiCTR,FALSE,NA,NA,NA,NA,NA,NA,NA,FALSE
ChiCTR2000030218,ChiCTR,FALSE,NA,NA,NA,NA,NA,NA,NA,FALSE
ChiCTR2000030254,ChiCTR,FALSE,NA,NA,NA,NA,NA,NA,NA,FALSE
ChiCTR2000030259,ChiCTR,FALSE,NA,NA,NA,NA,NA,NA,NA,FALSE
ChiCTR2000030328,ChiCTR,FALSE,NA,NA,NA,NA,NA,NA,NA,FALSE
ChiCTR2000030333,ChiCTR,FALSE,NA,NA,NA,NA,NA,NA,NA,FALSE
ChiCTR2000030398,ChiCTR,FALSE,NA,NA,NA,NA,NA,NA,NA,FALSE
ChiCTR2000030471,ChiCTR,FALSE,NA,NA,NA,NA,NA,NA,NA,FALSE
ChiCTR2000030480,ChiCTR,FALSE,NA,NA,NA,NA,NA,NA,NA,FALSE
ChiCTR2000030481,ChiCTR,FALSE,NA,NA,NA,NA,NA,NA,NA,FALSE
ChiCTR2000030535,ChiCTR,FALSE,NA,NA,NA,NA,NA,NA,NA,FALSE
ChiCTR2000030580,ChiCTR,FALSE,NA,NA,NA,NA,NA,NA,NA,FALSE
ChiCTR2000030681,ChiCTR,FALSE,NA,NA,NA,NA,NA,NA,NA,FALSE
ChiCTR2000030700,ChiCTR,FALSE,NA,NA,NA,NA,NA,NA,NA,FALSE
ChiCTR2000030701,ChiCTR,FALSE,NA,NA,NA,NA,NA,NA,NA,FALSE
ChiCTR2000030703,ChiCTR,FALSE,NA,NA,NA,NA,NA,NA,NA,FALSE
ChiCTR2000030718,ChiCTR,FALSE,NA,NA,NA,NA,NA,NA,NA,FALSE
ChiCTR2000030779,ChiCTR,FALSE,NA,NA,NA,NA,NA,NA,NA,FALSE
ChiCTR2000030892,ChiCTR,FALSE,NA,NA,NA,NA,NA,NA,NA,FALSE
ChiCTR2000030894,ChiCTR,FALSE,NA,NA,NA,NA,NA,NA,NA,FALSE
ChiCTR2000030922,ChiCTR,FALSE,NA,NA,NA,NA,NA,NA,NA,FALSE
ChiCTR2000030987,ChiCTR,FALSE,NA,NA,NA,NA,NA,NA,NA,FALSE
ChiCTR2000031138,ChiCTR,FALSE,NA,NA,NA,NA,NA,NA,NA,FALSE
ChiCTR2000031174,ChiCTR,FALSE,NA,NA,NA,NA,NA,NA,NA,FALSE
ChiCTR2000031204,ChiCTR,FALSE,NA,NA,NA,NA,NA,NA,NA,FALSE
ChiCTR2000031453,ChiCTR,FALSE,NA,NA,NA,NA,NA,NA,NA,FALSE
ChiCTR2000031454,ChiCTR,FALSE,NA,NA,NA,NA,NA,NA,NA,FALSE
ChiCTR2000032135,ChiCTR,FALSE,NA,NA,NA,NA,NA,NA,NA,FALSE
ChiCTR2000032242,ChiCTR,FALSE,NA,NA,NA,NA,NA,NA,NA,FALSE
ChiCTR2000032314,ChiCTR,FALSE,NA,NA,NA,NA,NA,NA,NA,FALSE
ChiCTR2000032400,ChiCTR,FALSE,NA,NA,NA,NA,NA,NA,NA,FALSE
ChiCTR2000032487,ChiCTR,FALSE,NA,NA,NA,NA,NA,NA,NA,FALSE
ChiCTR2000032635,ChiCTR,FALSE,NA,NA,NA,NA,NA,NA,NA,FALSE
ChiCTR2000032769,ChiCTR,FALSE,NA,NA,NA,NA,NA,NA,NA,FALSE
ChiCTR2000032915,ChiCTR,FALSE,NA,NA,NA,NA,NA,NA,NA,FALSE
ChiCTR2000033284,ChiCTR,FALSE,NA,NA,NA,NA,NA,NA,NA,FALSE
ChiCTR2000033627,ChiCTR,FALSE,NA,NA,NA,NA,NA,NA,NA,FALSE
ChiCTR2000033774,ChiCTR,FALSE,NA,NA,NA,NA,NA,NA,NA,FALSE
ChiCTR2000035633,ChiCTR,FALSE,NA,NA,NA,NA,NA,NA,NA,FALSE
ChiCTR2000040847,ChiCTR,FALSE,NA,NA,NA,NA,NA,NA,NA,FALSE
ChiCTR2100042150,ChiCTR,FALSE,NA,NA,NA,NA,NA,NA,NA,FALSE
ChiCTR2100051684,ChiCTR,FALSE,NA,NA,NA,NA,NA,NA,NA,FALSE
ChiCTR2100051688,ChiCTR,FALSE,NA,NA,NA,NA,NA,NA,NA,FALSE
ChiCTR2200056817,ChiCTR,FALSE,NA,NA,NA,NA,NA,NA,NA,FALSE
ChiCTR2200057295,ChiCTR,FALSE,NA,NA,NA,NA,NA,NA,NA,FALSE
ChiCTR2200057856,ChiCTR,FALSE,NA,NA,NA,NA,NA,NA,NA,FALSE
ChiCTR2200058477,ChiCTR,FALSE,NA,NA,NA,NA,NA,NA,NA,FALSE
ChiCTR2200058790,ChiCTR,FALSE,NA,NA,NA,NA,NA,NA,NA,FALSE
ChiCTR2200059724,ChiCTR,FALSE,NA,NA,NA,NA,NA,NA,NA,FALSE
ChiCTR2200059726,ChiCTR,FALSE,NA,NA,NA,NA,NA,NA,NA,FALSE
ChiCTR2200059739,ChiCTR,FALSE,NA,NA,NA,NA,NA,NA,NA,FALSE
ChiCTR2200059796,ChiCTR,FALSE,NA,NA,NA,NA,NA,NA,NA,FALSE
ChiCTR2200060010,ChiCTR,FALSE,NA,NA,NA,NA,NA,NA,NA,FALSE
ChiCTR2200060487,ChiCTR,FALSE,NA,NA,NA,NA,NA,NA,NA,FALSE
ChiCTR2200060693,ChiCTR,FALSE,NA,NA,NA,NA,NA,NA,NA,FALSE
ChiCTR2200062889,ChiCTR,FALSE,NA,NA,NA,NA,NA,NA,NA,FALSE
ChiCTR2200064093,ChiCTR,FALSE,NA,NA,NA,NA,NA,NA,NA,FALSE
ChiCTR2200064216,ChiCTR,FALSE,NA,NA,NA,NA,NA,NA,NA,FALSE
ChiCTR2200064784,ChiCTR,FALSE,NA,NA,NA,NA,NA,NA,NA,FALSE
ChiCTR2200065930,ChiCTR,FALSE,NA,NA,NA,NA,NA,NA,NA,FALSE
ChiCTR2200065960,ChiCTR,FALSE,NA,NA,NA,NA,NA,NA,NA,FALSE
ChiCTR2200065967,ChiCTR,FALSE,NA,NA,NA,NA,NA,NA,NA,FALSE
ChiCTR2200066135,ChiCTR,FALSE,NA,NA,NA,NA,NA,NA,NA,FALSE
ChiCTR2200066391,ChiCTR,FALSE,NA,NA,NA,NA,NA,NA,NA,FALSE
ChiCTR2200066416,ChiCTR,FALSE,NA,NA,NA,NA,NA,NA,NA,FALSE
ChiCTR2200066459,ChiCTR,FALSE,NA,NA,NA,NA,NA,NA,NA,FALSE
ChiCTR2200066525,ChiCTR,FALSE,NA,NA,NA,NA,NA,NA,NA,FALSE
ChiCTR2200066811,ChiCTR,FALSE,NA,NA,NA,NA,NA,NA,NA,FALSE
ChiCTR2200066841,ChiCTR,FALSE,NA,NA,NA,NA,NA,NA,NA,FALSE
ChiCTR2200067023,ChiCTR,FALSE,NA,NA,NA,NA,NA,NA,NA,FALSE
ChiCTR2200067036,ChiCTR,FALSE,NA,NA,NA,NA,NA,NA,NA,FALSE
ChiCTR2200067088,ChiCTR,FALSE,NA,NA,NA,NA,NA,NA,NA,FALSE
ChiCTR2200067174,ChiCTR,FALSE,NA,NA,NA,NA,NA,NA,NA,FALSE
ChiCTR2200067226,ChiCTR,FALSE,NA,NA,NA,NA,NA,NA,NA,FALSE
ChiCTR2300067383,ChiCTR,FALSE,NA,NA,NA,NA,NA,NA,NA,FALSE
ChiCTR2300067412,ChiCTR,FALSE,NA,NA,NA,NA,NA,NA,NA,FALSE
ChiCTR2300067426,ChiCTR,FALSE,NA,NA,NA,NA,NA,NA,NA,FALSE
ChiCTR2300067429,ChiCTR,FALSE,NA,NA,NA,NA,NA,NA,NA,FALSE
ChiCTR2300067641,ChiCTR,FALSE,NA,NA,NA,NA,NA,NA,NA,FALSE
ChiCTR2300067649,ChiCTR,FALSE,NA,NA,NA,NA,NA,NA,NA,FALSE
ChiCTR2300067680,ChiCTR,FALSE,NA,NA,NA,NA,NA,NA,NA,FALSE
ChiCTR2300067741,ChiCTR,FALSE,NA,NA,NA,NA,NA,NA,NA,FALSE
ChiCTR2300067758,ChiCTR,FALSE,NA,NA,NA,NA,NA,NA,NA,FALSE
ChiCTR2300067777,ChiCTR,FALSE,NA,NA,NA,NA,NA,NA,NA,FALSE
ChiCTR2300067786,ChiCTR,FALSE,NA,NA,NA,NA,NA,NA,NA,FALSE
ChiCTR2300067840,ChiCTR,FALSE,NA,NA,NA,NA,NA,NA,NA,FALSE
ChiCTR2300067872,ChiCTR,FALSE,NA,NA,NA,NA,NA,NA,NA,FALSE
ChiCTR2300067943,ChiCTR,FALSE,NA,NA,NA,NA,NA,NA,NA,FALSE
ChiCTR2300067971,ChiCTR,FALSE,NA,NA,NA,NA,NA,NA,NA,FALSE
ChiCTR2300068233,ChiCTR,FALSE,NA,NA,NA,NA,NA,NA,NA,FALSE
ChiCTR2300068325,ChiCTR,FALSE,NA,NA,NA,NA,NA,NA,NA,FALSE
ChiCTR2300068643,ChiCTR,FALSE,NA,NA,NA,NA,NA,NA,NA,FALSE
ChiCTR2300068799,ChiCTR,FALSE,NA,NA,NA,NA,NA,NA,NA,FALSE
ChiCTR2300069312,ChiCTR,FALSE,NA,NA,NA,NA,NA,NA,NA,FALSE
ChiCTR2300069528,ChiCTR,FALSE,NA,NA,NA,NA,NA,NA,NA,FALSE
ChiCTR2300069795,ChiCTR,FALSE,NA,NA,NA,NA,NA,NA,NA,FALSE
ChiCTR2300070401,ChiCTR,FALSE,NA,NA,NA,NA,NA,NA,NA,FALSE
ChiCTR2300070561,ChiCTR,FALSE,NA,NA,NA,NA,NA,NA,NA,FALSE
ChiCTR2300070565,ChiCTR,FALSE,NA,NA,NA,NA,NA,NA,NA,FALSE
ChiCTR2300070566,ChiCTR,FALSE,NA,NA,NA,NA,NA,NA,NA,FALSE
ChiCTR2300070759,ChiCTR,FALSE,NA,NA,NA,NA,NA,NA,NA,FALSE
ChiCTR2300070773,ChiCTR,FALSE,NA,NA,NA,NA,NA,NA,NA,FALSE
ChiCTR2300070923,ChiCTR,FALSE,NA,NA,NA,NA,NA,NA,NA,FALSE
ChiCTR2300072062,ChiCTR,FALSE,NA,NA,NA,NA,NA,NA,NA,FALSE
ChiCTR2300072439,ChiCTR,FALSE,NA,NA,NA,NA,NA,NA,NA,FALSE
ChiCTR2300073402,ChiCTR,FALSE,NA,NA,NA,NA,NA,NA,NA,FALSE
ChiCTR2300073871,ChiCTR,FALSE,NA,NA,NA,NA,NA,NA,NA,FALSE
ChiCTR2300074204,ChiCTR,FALSE,NA,NA,NA,NA,NA,NA,NA,FALSE
ChiCTR2300075467,ChiCTR,FALSE,NA,NA,NA,NA,NA,NA,NA,FALSE
ChiCTR2300077260,ChiCTR,FALSE,NA,NA,NA,NA,NA,NA,NA,FALSE
ChiCTR2300078007,ChiCTR,FALSE,NA,NA,NA,NA,NA,NA,NA,FALSE
ChiCTR2400081625,ChiCTR,FALSE,NA,NA,NA,NA,NA,NA,NA,FALSE
ChiCTR2400082396,ChiCTR,FALSE,NA,NA,NA,NA,NA,NA,NA,FALSE
ChiCTR2400083511,ChiCTR,FALSE,NA,NA,NA,NA,NA,NA,NA,FALSE
ChiCTR2400087960,ChiCTR,FALSE,NA,NA,NA,NA,NA,NA,NA,FALSE
ChiCTR2400094206,ChiCTR,FALSE,NA,NA,NA,NA,NA,NA,NA,FALSE
ChiCTR2400094216,ChiCTR,FALSE,NA,NA,NA,NA,NA,NA,NA,FALSE
ChiCTR2400095046,ChiCTR,FALSE,NA,NA,NA,NA,NA,NA,NA,FALSE
ChiCTR2500096260,ChiCTR,FALSE,NA,NA,NA,NA,NA,NA,NA,FALSE
ChiCTR2500100547,ChiCTR,FALSE,NA,NA,NA,NA,NA,NA,NA,FALSE
ChiCTR2500101248,ChiCTR,FALSE,NA,NA,NA,NA,NA,NA,NA,FALSE
ChiCTR2500101350,ChiCTR,FALSE,NA,NA,NA,NA,NA,NA,NA,FALSE
ChiCTR2500109969,ChiCTR,FALSE,NA,NA,NA,NA,NA,NA,NA,FALSE
CTIS2022-500363-12-00,CTIS,FALSE,NA,NA,NA,NA,NA,NA,NA,FALSE
CTIS2022-501707-27-01,CTIS,FALSE,NA,NA,NA,NA,NA,NA,NA,FALSE
CTIS2022-502785-25-00,CTIS,FALSE,NA,NA,NA,NA,NA,NA,NA,FALSE
CTIS2023-503894-39-00,CTIS,FALSE,NA,NA,NA,NA,NA,NA,NA,FALSE
CTIS2023-504087-42-00,CTIS,FALSE,NA,NA,NA,NA,NA,NA,NA,FALSE
CTIS2023-504641-32-00,CTIS,FALSE,NA,NA,NA,NA,NA,NA,NA,FALSE
CTIS2023-504826-21-00,CTIS,FALSE,NA,NA,NA,NA,NA,NA,NA,FALSE
CTIS2023-506599-28-01,CTIS,FALSE,NA,NA,NA,NA,NA,NA,NA,FALSE
CTIS2023-507227-36-00,CTIS,FALSE,NA,NA,NA,NA,NA,NA,NA,FALSE
CTIS2023-507700-32-00,CTIS,FALSE,NA,NA,NA,NA,NA,NA,NA,FALSE
CTIS2023-508123-12-00,CTIS,FALSE,NA,NA,NA,NA,NA,NA,NA,FALSE
CTIS2023-509773-23-00,CTIS,FALSE,NA,NA,NA,NA,NA,NA,NA,FALSE
CTIS2024-510790-19-00,CTIS,FALSE,NA,NA,NA,NA,NA,NA,NA,FALSE
CTIS2024-511580-28-00,CTIS,FALSE,NA,NA,NA,NA,NA,NA,NA,FALSE
CTIS2024-511580-28-02,CTIS,FALSE,NA,NA,NA,NA,NA,NA,NA,FALSE
CTIS2024-511628-16-00,CTIS,FALSE,NA,NA,NA,NA,NA,NA,NA,FALSE
CTIS2024-511898-30-00,CTIS,FALSE,NA,NA,NA,NA,NA,NA,NA,FALSE
CTIS2024-514433-38-00,CTIS,FALSE,NA,NA,NA,NA,NA,NA,NA,FALSE
CTIS2024-515978-27-00,CTIS,FALSE,NA,NA,NA,NA,NA,NA,NA,FALSE
CTIS2024-516174-30-01,CTIS,FALSE,NA,NA,NA,NA,NA,NA,NA,FALSE
CTIS2024-516378-31-00,CTIS,FALSE,NA,NA,NA,NA,NA,NA,NA,FALSE
CTIS2024-516463-84-00,CTIS,FALSE,NA,NA,NA,NA,NA,NA,NA,FALSE
CTIS2024-517671-21-00,CTIS,FALSE,NA,NA,NA,NA,NA,NA,NA,FALSE
CTIS2024-517797-14-00,CTIS,FALSE,NA,NA,NA,NA,NA,NA,NA,FALSE
CTIS2024-517878-21-00,CTIS,FALSE,NA,NA,NA,NA,NA,NA,NA,FALSE
CTIS2024-519156-93-00,CTIS,FALSE,NA,NA,NA,NA,NA,NA,NA,FALSE
CTRI/2020/03/024402,CTRI,FALSE,NA,NA,NA,NA,NA,NA,NA,FALSE
CTRI/2020/04/024479,CTRI,FALSE,NA,NA,NA,NA,NA,NA,NA,FALSE
CTRI/2020/04/024729,CTRI,FALSE,NA,NA,NA,NA,NA,NA,NA,FALSE
CTRI/2020/04/024806,CTRI,FALSE,NA,NA,NA,NA,NA,NA,NA,FALSE
CTRI/2020/04/024904,CTRI,FALSE,NA,NA,NA,NA,NA,NA,NA,FALSE
CTRI/2020/04/024948,CTRI,FALSE,NA,NA,NA,NA,NA,NA,NA,FALSE
CTRI/2020/04/024949,CTRI,FALSE,NA,NA,NA,NA,NA,NA,NA,FALSE
CTRI/2020/05/024959,CTRI,FALSE,NA,NA,NA,NA,NA,NA,NA,FALSE
CTRI/2020/05/024962,CTRI,FALSE,NA,NA,NA,NA,NA,NA,NA,FALSE
CTRI/2020/05/025022,CTRI,FALSE,NA,NA,NA,NA,NA,NA,NA,FALSE
CTRI/2020/05/025067,CTRI,FALSE,NA,NA,NA,NA,NA,NA,NA,FALSE
CTRI/2020/05/025068,CTRI,FALSE,NA,NA,NA,NA,NA,NA,NA,FALSE
CTRI/2020/05/025114,CTRI,FALSE,NA,NA,NA,NA,NA,NA,NA,FALSE
CTRI/2020/05/025215,CTRI,FALSE,NA,NA,NA,NA,NA,NA,NA,FALSE
CTRI/2020/05/025224,CTRI,FALSE,NA,NA,NA,NA,NA,NA,NA,FALSE
CTRI/2020/05/025319,CTRI,FALSE,NA,NA,NA,NA,NA,NA,NA,FALSE
CTRI/2020/05/025332,CTRI,FALSE,NA,NA,NA,NA,NA,NA,NA,FALSE
CTRI/2020/05/025333,CTRI,FALSE,NA,NA,NA,NA,NA,NA,NA,FALSE
CTRI/2020/05/025336,CTRI,FALSE,NA,NA,NA,NA,NA,NA,NA,FALSE
CTRI/2020/05/025337,CTRI,FALSE,NA,NA,NA,NA,NA,NA,NA,FALSE
CTRI/2020/05/025369,CTRI,FALSE,NA,NA,NA,NA,NA,NA,NA,FALSE
CTRI/2020/05/025434,CTRI,FALSE,NA,NA,NA,NA,NA,NA,NA,FALSE
CTRI/2020/06/025575,CTRI,FALSE,NA,NA,NA,NA,NA,NA,NA,FALSE
CTRI/2020/06/025613,CTRI,FALSE,NA,NA,NA,NA,NA,NA,NA,FALSE
CTRI/2020/06/025625,CTRI,FALSE,NA,NA,NA,NA,NA,NA,NA,FALSE
CTRI/2020/06/025664,CTRI,FALSE,NA,NA,NA,NA,NA,NA,NA,FALSE
CTRI/2020/06/025704,CTRI,FALSE,NA,NA,NA,NA,NA,NA,NA,FALSE
CTRI/2020/06/025768,CTRI,FALSE,NA,NA,NA,NA,NA,NA,NA,FALSE
CTRI/2020/06/025799,CTRI,FALSE,NA,NA,NA,NA,NA,NA,NA,FALSE
CTRI/2020/06/025800,CTRI,FALSE,NA,NA,NA,NA,NA,NA,NA,FALSE
CTRI/2020/06/025849,CTRI,FALSE,NA,NA,NA,NA,NA,NA,NA,FALSE
CTRI/2020/06/025874,CTRI,FALSE,NA,NA,NA,NA,NA,NA,NA,FALSE
CTRI/2020/06/025957,CTRI,FALSE,NA,NA,NA,NA,NA,NA,NA,FALSE
CTRI/2020/06/025960,CTRI,FALSE,NA,NA,NA,NA,NA,NA,NA,FALSE
CTRI/2020/06/026001,CTRI,FALSE,NA,NA,NA,NA,NA,NA,NA,FALSE
CTRI/2020/06/026087,CTRI,FALSE,NA,NA,NA,NA,NA,NA,NA,FALSE
CTRI/2020/06/026123,CTRI,FALSE,NA,NA,NA,NA,NA,NA,NA,FALSE
CTRI/2020/06/026189,CTRI,FALSE,NA,NA,NA,NA,NA,NA,NA,FALSE
CTRI/2020/06/026191,CTRI,FALSE,NA,NA,NA,NA,NA,NA,NA,FALSE
CTRI/2020/06/026193,CTRI,FALSE,NA,NA,NA,NA,NA,NA,NA,FALSE
CTRI/2020/06/026194,CTRI,FALSE,NA,NA,NA,NA,NA,NA,NA,FALSE
CTRI/2020/06/026196,CTRI,FALSE,NA,NA,NA,NA,NA,NA,NA,FALSE
CTRI/2020/06/026220,CTRI,FALSE,NA,NA,NA,NA,NA,NA,NA,FALSE
CTRI/2020/06/026221,CTRI,FALSE,NA,NA,NA,NA,NA,NA,NA,FALSE
CTRI/2020/06/026222,CTRI,FALSE,NA,NA,NA,NA,NA,NA,NA,FALSE
CTRI/2020/07/026340,CTRI,FALSE,NA,NA,NA,NA,NA,NA,NA,FALSE
CTRI/2020/07/026433,CTRI,FALSE,NA,NA,NA,NA,NA,NA,NA,FALSE
CTRI/2020/07/026514,CTRI,FALSE,NA,NA,NA,NA,NA,NA,NA,FALSE
CTRI/2020/07/026515,CTRI,FALSE,NA,NA,NA,NA,NA,NA,NA,FALSE
CTRI/2020/07/026529,CTRI,FALSE,NA,NA,NA,NA,NA,NA,NA,FALSE
CTRI/2020/07/026608,CTRI,FALSE,NA,NA,NA,NA,NA,NA,NA,FALSE
CTRI/2020/07/026675,CTRI,FALSE,NA,NA,NA,NA,NA,NA,NA,FALSE
